insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (127, 629, 26, 104, 672);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 429, 47, 181, 160);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (28, 500, 4, 257, 108);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (138, 940, 29, 266, 607);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (103, 788, 140, 171, 90);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (66, 233, 39, 148, 187);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (66, 970, 5, 267, 208);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (18, 690, 64, 235, 401);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (117, 528, 104, 116, 650);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (18, 90, 139, 118, 66);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (143, 132, 8, 196, 86);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (14, 749, 24, 38, 43);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (138, 602, 101, 185, 445);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (35, 188, 52, 299, 340);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (134, 610, 123, 198, 366);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (91, 663, 76, 76, 180);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (140, 910, 42, 195, 287);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (133, 902, 41, 268, 668);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (110, 962, 110, 45, 681);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (20, 867, 55, 266, 196);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (72, 125, 50, 79, 196);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (21, 823, 143, 245, 98);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (15, 163, 133, 109, 292);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (98, 64, 98, 188, 217);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (94, 950, 143, 218, 262);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (121, 266, 105, 36, 424);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (100, 734, 38, 37, 555);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (118, 514, 92, 103, 479);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (105, 753, 113, 48, 335);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (6, 479, 117, 171, 207);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (4, 504, 53, 182, 445);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (41, 160, 58, 230, 502);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (79, 691, 102, 42, 176);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (33, 733, 46, 208, 578);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (20, 240, 117, 41, 114);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (78, 707, 101, 150, 416);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (72, 185, 93, 273, 421);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (17, 408, 100, 219, 251);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (125, 376, 52, 97, 134);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (101, 236, 114, 227, 559);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (60, 640, 36, 274, 385);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (74, 194, 33, 129, 177);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (99, 7, 118, 177, 561);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (13, 217, 46, 54, 59);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (131, 266, 102, 61, 209);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (131, 979, 26, 153, 506);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (21, 781, 8, 263, 686);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (80, 568, 54, 87, 452);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (142, 866, 53, 75, 670);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (132, 707, 7, 188, 631);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (113, 500, 61, 183, 683);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 189, 147, 271, 104);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (114, 41, 82, 69, 300);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (52, 262, 38, 105, 471);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (24, 629, 65, 267, 184);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (104, 627, 42, 207, 219);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (103, 746, 24, 162, 102);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (3, 230, 103, 128, 328);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (21, 210, 3, 39, 587);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (83, 481, 105, 102, 535);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (68, 548, 57, 284, 601);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (27, 136, 5, 55, 579);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (2, 17, 30, 262, 195);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (76, 469, 31, 289, 602);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (45, 360, 126, 284, 129);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (26, 330, 85, 285, 138);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (120, 345, 137, 296, 51);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (31, 334, 136, 59, 133);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (84, 3, 4, 170, 434);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 831, 132, 235, 201);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (49, 215, 146, 228, 418);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (19, 52, 90, 63, 502);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (40, 742, 83, 199, 349);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (109, 334, 67, 224, 329);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (14, 14, 130, 202, 524);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 255, 3, 259, 228);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (107, 829, 24, 143, 585);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (58, 934, 38, 199, 696);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (73, 668, 134, 114, 245);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (113, 281, 112, 67, 389);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (126, 118, 21, 140, 208);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 814, 93, 155, 352);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (111, 872, 1, 257, 645);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (139, 707, 101, 147, 400);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (50, 586, 38, 223, 522);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (93, 827, 143, 114, 51);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (61, 836, 10, 100, 378);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 339, 106, 45, 316);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (66, 158, 115, 287, 508);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (120, 878, 29, 135, 644);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (65, 892, 152, 127, 154);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (44, 505, 15, 292, 234);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (141, 108, 15, 129, 350);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (128, 975, 38, 39, 318);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (107, 439, 145, 231, 161);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (137, 681, 80, 107, 415);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (123, 724, 52, 179, 162);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (1, 946, 45, 51, 630);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (64, 435, 55, 256, 211);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (41, 307, 81, 188, 256);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (106, 907, 92, 299, 225);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (91, 196, 101, 118, 677);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (28, 392, 108, 167, 115);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (95, 516, 49, 193, 458);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (5, 279, 4, 129, 69);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (116, 845, 51, 289, 380);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (53, 416, 13, 215, 265);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (124, 262, 56, 292, 189);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (129, 680, 142, 36, 257);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (24, 530, 113, 190, 500);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (23, 795, 133, 138, 562);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 4, 119, 106, 238);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (25, 808, 50, 45, 377);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (55, 166, 99, 279, 438);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (94, 551, 21, 38, 450);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (84, 584, 103, 126, 82);
--insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (86, 999, 32, 237, 548);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (119, 107, 76, 226, 157);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (121, 498, 140, 50, 527);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (54, 899, 41, 187, 185);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (111, 19, 1, 267, 424);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (87, 358, 12, 293, 415);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (43, 307, 72, 171, 168);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (102, 528, 148, 261, 262);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (33, 738, 91, 237, 577);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (18, 197, 30, 137, 504);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (6, 298, 59, 168, 230);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 791, 62, 268, 673);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (89, 887, 71, 261, 368);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (136, 62, 78, 167, 55);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (20, 523, 113, 239, 51);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (101, 600, 66, 258, 331);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (130, 199, 85, 179, 676);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (115, 558, 109, 55, 44);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (16, 830, 112, 214, 155);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (122, 386, 123, 175, 67);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (6, 858, 70, 194, 169);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (37, 538, 147, 100, 395);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (92, 351, 6, 270, 222);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (129, 145, 99, 78, 630);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (17, 165, 21, 162, 643);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (139, 664, 37, 40, 221);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (101, 297, 138, 297, 238);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (125, 127, 101, 99, 380);
insert into MedicationInStock (StoredMedication_Id , InternalMovement_Id, Location_Id, Stock, SellingPrice) values (101, 171, 121, 113, 437);
